code,code_name,D1日期,D2日期,D1收盘价,D2收盘价,D1-D2收益率,D1_5日均线,D1_20日均线,D1_60日均线,D1_J值,D2_J值,持仓天数
sz.003816,中国广核,2024-08-01,2024-08-06,4.75,4.72,-0.63,4.91,4.95,4.52,-1.61,1.79,5
sz.300014,亿纬锂能,2024-10-17,2024-10-21,42.28,45.84,8.42,44.51,40.01,37.35,-4.27,8.15,4
sz.300014,亿纬锂能,2024-11-18,2024-11-19,47.98,50.99,6.27,51.34,49.48,41.41,-2.0,11.49,1
sz.300014,亿纬锂能,2024-11-26,2024-11-27,46.9,48.95,4.37,48.81,49.96,42.83,-5.03,30.92,1
sz.300014,亿纬锂能,2024-12-13,2024-12-19,46.9,46.96,0.13,48.51,48.69,46.22,-4.6,5.55,6
sz.300014,亿纬锂能,2025-03-26,2025-04-07,48.35,39.4,-18.51,49.73,49.77,46.31,-2.01,5.72,12
sz.300015,爱尔眼科,2024-10-17,2024-10-18,14.0,15.0,7.14,14.04,12.41,10.95,-1.68,5.72,1
sz.300015,爱尔眼科,2024-11-22,2024-11-27,14.28,14.44,1.12,14.93,15.24,12.91,-7.97,14.35,5
sz.300015,爱尔眼科,2025-03-13,2025-03-14,13.57,14.37,5.9,13.81,13.84,13.37,-2.18,66.41,1
sz.300015,爱尔眼科,2025-03-26,2025-03-27,13.5,13.63,0.96,13.69,13.96,13.32,-9.22,6.31,1
sz.300033,同花顺,2024-12-13,2024-12-19,306.9,305.0,-0.62,321.17,310.89,237.66,-5.52,1.5,6
sz.300059,东方财富,2024-12-16,2024-12-20,25.75,26.11,1.4,27.14,26.86,23.12,-8.12,5.59,4
sz.300122,智飞生物,2024-10-17,2024-10-18,29.94,32.52,8.62,30.67,27.07,25.55,-1.3,6.92,1
sz.300122,智飞生物,2024-10-30,2024-11-04,28.43,28.72,1.02,30.49,31.62,26.21,-3.23,7.4,5
sz.300122,智飞生物,2024-11-22,2024-11-25,28.22,29.26,3.69,29.44,29.91,27.4,-6.25,10.33,3
sz.300124,汇川技术,2024-10-17,2024-10-21,55.1,58.0,5.26,57.01,52.77,47.05,-11.8,2.89,4
sz.300124,汇川技术,2024-11-18,2024-11-20,57.06,59.64,4.52,59.78,58.86,51.74,-11.24,14.03,2
sz.300124,汇川技术,2024-12-13,2024-12-19,60.5,59.83,-1.11,61.73,60.41,57.61,-6.99,2.4,6
sz.300124,汇川技术,2025-03-17,2025-03-19,70.41,72.74,3.31,73.86,74.28,65.54,-0.95,10.93,2
sz.300124,汇川技术,2025-03-21,2025-03-24,69.43,69.94,0.73,71.0,74.23,66.3,-1.11,3.42,3
sz.300124,汇川技术,2025-03-25,2025-03-27,68.65,68.75,0.15,70.46,73.73,66.62,-0.59,5.68,2
sz.300274,阳光电源,2024-04-11,2024-04-15,98.79,99.73,0.95,101.77,104.1,92.94,-4.99,9.83,4
sz.300274,阳光电源,2024-10-17,2024-10-18,86.56,94.5,9.17,92.19,87.3,76.46,-3.0,5.44,1
sz.300308,中际旭创,2024-05-14,2024-05-17,165.43,170.58,3.11,171.23,172.36,163.88,-9.15,10.94,3
sz.300308,中际旭创,2024-10-29,2024-11-04,143.47,143.15,-0.22,152.73,155.02,127.59,-8.0,4.82,6
sz.300316,晶盛机电,2024-11-04,2024-11-05,34.3,35.58,3.73,34.84,35.46,28.28,-5.99,15.88,1
sz.300316,晶盛机电,2024-11-22,2024-11-27,34.1,34.8,2.05,35.38,36.31,30.51,-8.46,7.88,5
sz.300316,晶盛机电,2025-03-28,2025-04-01,32.6,32.3,-0.92,33.13,33.64,32.0,-2.57,8.54,4
sz.300347,泰格医药,2024-04-19,2024-04-23,49.64,53.09,6.95,52.72,52.62,47.61,-6.07,18.23,4
sz.300347,泰格医药,2024-05-17,2024-05-20,56.99,58.41,2.49,57.77,56.53,51.33,-5.51,8.12,3
sz.300347,泰格医药,2024-05-23,2024-05-27,55.11,55.33,0.4,57.11,57.77,52.24,-2.71,14.37,4
sz.300347,泰格医药,2024-08-15,2024-08-16,52.6,53.58,1.86,53.24,53.35,52.27,-5.03,7.64,1
sz.300347,泰格医药,2024-10-17,2024-10-21,59.72,65.91,10.37,61.59,57.92,53.67,-11.75,18.35,4
sz.300347,泰格医药,2024-11-01,2024-11-05,62.53,67.99,8.73,66.0,66.19,56.37,-6.66,28.25,4
sz.300347,泰格医药,2024-11-18,2024-11-20,60.05,65.2,8.58,64.56,66.32,58.46,-6.28,27.74,2
sz.300394,天孚通信,2024-11-15,2024-11-20,115.56,120.05,3.89,126.62,128.7,99.36,-12.26,7.94,5
sz.300394,天孚通信,2024-11-22,2024-11-25,110.06,104.5,-5.05,114.63,126.49,101.61,-1.67,1.08,3
sz.300408,三环集团,2024-06-20,2024-06-24,29.02,29.35,1.14,29.85,29.42,27.29,-16.57,7.83,4
sz.300408,三环集团,2024-06-25,2024-06-26,28.55,28.91,1.26,29.13,29.49,27.48,-0.99,5.19,1
sz.300408,三环集团,2024-10-17,2024-10-18,34.29,36.25,5.72,34.97,33.0,31.81,-7.7,0.69,1
sz.300408,三环集团,2024-11-15,2024-11-19,35.53,36.9,3.86,36.96,37.04,33.52,-10.84,18.83,4
sz.300408,三环集团,2025-03-12,2025-03-14,38.6,39.05,1.17,39.54,39.12,38.31,-2.38,13.22,2
sz.300413,芒果超媒,2024-10-17,2024-10-21,23.19,24.99,7.76,23.47,21.88,20.38,-9.42,22.1,4
sz.300413,芒果超媒,2024-12-23,2024-12-27,28.38,27.99,-1.37,29.39,29.37,26.96,-1.25,4.97,4
sz.300418,昆仑万维,2024-11-01,2024-11-05,38.19,41.08,7.57,40.98,39.84,31.61,-4.54,27.39,4
sz.300418,昆仑万维,2024-12-16,2024-12-20,43.78,43.92,0.32,46.35,45.51,40.75,-8.13,4.3,4
sz.300433,蓝思科技,2024-07-23,2024-07-26,17.88,17.68,-1.12,18.74,18.68,16.46,-6.96,1.73,3
sz.300433,蓝思科技,2024-11-01,2024-11-05,21.51,22.77,5.86,22.46,22.12,18.41,-6.18,41.26,4
sz.300433,蓝思科技,2024-11-18,2024-11-19,21.07,21.69,2.94,22.38,22.56,19.39,-3.01,3.94,1
sz.300433,蓝思科技,2024-11-21,2024-11-26,21.08,19.9,-5.6,21.38,22.25,19.6,-0.28,3.87,5
sz.300433,蓝思科技,2025-02-28,2025-03-04,26.81,27.73,3.43,28.84,28.07,24.31,-3.09,4.17,4
sz.300433,蓝思科技,2025-03-19,2025-03-20,25.89,26.14,0.97,26.13,27.96,25.56,-1.94,0.69,1
sz.300442,润泽科技,2024-04-03,2024-04-11,26.53,26.77,0.9,29.43,27.67,24.25,-5.34,0.1,8
sz.300442,润泽科技,2024-05-10,2024-05-14,28.74,29.92,4.11,29.75,29.2,26.86,-2.2,11.25,4
sz.300442,润泽科技,2024-11-01,2024-11-04,30.88,31.4,1.68,32.48,32.68,25.98,-2.67,2.17,3
sz.300442,润泽科技,2025-01-03,2025-01-08,48.26,49.09,1.72,51.79,48.71,38.09,-12.82,1.65,5
sz.300442,润泽科技,2025-02-19,2025-02-20,56.18,57.15,1.73,57.1,57.51,48.29,-0.26,13.54,1
sz.300442,润泽科技,2025-03-21,2025-03-31,60.49,57.14,-5.54,63.42,65.35,58.87,-8.28,9.37,10
sz.300450,先导智能,2024-10-17,2024-10-18,17.15,18.51,7.93,17.73,16.19,15.75,-5.56,1.14,1
sz.300450,先导智能,2024-11-28,2024-11-29,23.36,23.62,1.11,23.85,23.01,18.62,-0.08,4.31,1
sz.300450,先导智能,2025-03-21,2025-03-24,22.09,21.71,-1.72,22.83,23.31,21.28,-4.39,1.29,3
sz.300498,温氏股份,2024-05-31,2024-06-03,21.41,21.75,1.59,21.86,21.2,19.67,-1.53,10.63,3
sz.300498,温氏股份,2024-11-15,2024-11-20,18.03,17.95,-0.44,18.65,18.87,17.95,-12.54,1.2,5
sz.300502,新易盛,2024-05-15,2024-05-16,80.77,82.73,2.43,82.48,78.27,70.96,-1.53,13.14,1
sz.300502,新易盛,2024-06-28,2024-07-01,105.55,110.33,4.53,107.22,102.33,86.45,-6.42,15.64,3
sz.300502,新易盛,2024-07-23,2024-07-26,102.19,95.37,-6.67,106.41,110.86,98.45,-8.28,1.15,3
sz.300502,新易盛,2024-10-30,2024-10-31,130.0,130.17,0.13,135.75,137.32,109.37,-2.39,3.69,1
sz.300628,亿联网络,2024-05-23,2024-05-27,36.87,37.36,1.33,37.46,37.18,31.76,-11.31,9.82,4
sz.300628,亿联网络,2024-06-27,2024-06-28,36.09,36.77,1.88,36.7,37.09,35.44,-3.15,14.62,1
sz.300628,亿联网络,2024-10-17,2024-10-21,38.18,40.19,5.26,39.76,38.07,35.02,-2.66,6.21,4
sz.300628,亿联网络,2025-02-14,2025-02-20,41.04,41.08,0.1,41.88,40.69,39.21,-3.62,11.97,6
sz.300661,圣邦股份,2024-05-23,2024-05-27,74.17,74.55,0.51,74.9,74.71,69.65,-5.19,5.59,4
sz.300661,圣邦股份,2024-07-02,2024-07-08,76.85,75.92,-1.21,81.74,82.24,74.54,-12.7,7.25,6
sz.300661,圣邦股份,2024-11-01,2024-11-04,87.32,88.55,1.41,89.98,93.82,77.72,-3.26,4.99,3
sz.300661,圣邦股份,2024-11-18,2024-11-19,85.35,88.85,4.1,91.54,92.43,81.61,-6.36,4.39,1
sz.300661,圣邦股份,2024-11-25,2024-11-26,84.34,85.3,1.14,87.55,90.74,83.29,-0.78,3.55,1
sz.300661,圣邦股份,2025-02-28,2025-03-03,88.38,92.23,4.36,94.36,94.23,88.07,-5.04,5.2,3
sz.300661,圣邦股份,2025-03-18,2025-03-27,94.04,89.12,-5.23,94.73,96.33,89.29,-1.49,17.48,9
sz.300750,宁德时代,2024-05-31,2024-06-03,197.76,202.5,2.4,198.74,201.89,192.7,-6.31,35.52,3
sz.300750,宁德时代,2024-10-17,2024-10-18,231.5,249.89,7.94,239.62,220.07,193.93,-7.61,3.67,1
sz.300750,宁德时代,2024-11-26,2024-11-27,256.72,259.9,1.24,263.15,262.0,231.1,-5.93,14.85,1
sz.300759,康龙化成,2024-08-12,2024-08-16,20.77,20.75,-0.1,21.4,21.07,20.24,-13.51,10.71,4
sz.300759,康龙化成,2024-10-17,2024-10-21,25.51,28.3,10.94,27.12,25.17,22.01,-7.41,8.79,4
sz.300759,康龙化成,2024-11-15,2024-11-20,28.41,28.64,0.81,30.28,29.92,25.06,-3.43,4.94,5
sz.300759,康龙化成,2024-11-22,2024-11-25,26.72,26.95,0.86,27.87,29.6,25.69,-2.06,6.2,3
sz.300760,迈瑞医疗,2024-05-27,2024-05-29,301.19,299.34,-0.61,304.75,304.99,292.33,-0.88,0.91,2
sz.300760,迈瑞医疗,2024-10-17,2024-10-21,257.0,268.1,4.32,271.85,257.82,256.39,-8.09,6.07,4
sz.300760,迈瑞医疗,2024-11-18,2024-11-20,267.63,275.0,2.75,277.74,275.68,260.05,-5.09,12.03,2
sz.300760,迈瑞医疗,2024-11-22,2024-11-26,263.31,266.58,1.24,269.56,274.71,261.21,-2.74,4.62,4
sz.300760,迈瑞医疗,2025-02-28,2025-03-04,252.91,246.0,-2.73,255.77,251.54,250.16,-1.2,3.65,4
sz.300782,卓胜微,2024-11-01,2024-11-05,91.26,100.02,9.6,97.11,101.67,78.2,-7.91,35.14,4
sz.300832,新产业,2024-10-16,2024-10-22,69.1,68.3,-1.16,73.44,72.11,66.98,-11.03,8.94,6
sz.300896,爱美客,2024-10-17,2024-10-18,202.4,220.33,8.86,206.01,181.27,165.86,-3.56,4.45,1
sz.300896,爱美客,2024-11-18,2024-11-20,210.8,215.99,2.46,222.74,222.24,185.37,-5.73,4.93,2
sz.300896,爱美客,2024-11-22,2024-11-26,204.57,204.25,-0.16,212.11,221.61,188.53,-5.82,3.72,4
sz.300896,爱美客,2025-03-25,2025-04-01,188.75,178.89,-5.22,191.43,185.26,180.93,-2.69,0.02,7
sz.300979,华利集团,2024-05-28,2024-05-29,67.01,67.1,0.13,68.38,68.86,63.17,-0.03,1.36,1
sz.300979,华利集团,2024-05-30,2024-05-31,66.73,67.66,1.39,67.45,69.13,63.48,-2.15,11.21,1
sz.300979,华利集团,2025-01-14,2025-01-15,73.95,74.06,0.15,76.01,76.14,72.55,-0.6,1.64,1
sz.300999,金龙鱼,2024-10-18,2024-10-21,33.54,33.31,-0.69,32.94,30.47,27.59,-1.83,2.08,3
sz.300999,金龙鱼,2024-11-22,2024-11-27,33.11,33.72,1.84,34.26,34.69,30.85,-7.36,18.5,5
sz.300999,金龙鱼,2024-12-18,2024-12-20,34.5,34.43,-0.2,34.97,34.46,33.61,-0.61,2.61,2
sz.301269,华大九天,2024-11-04,2024-11-05,94.35,100.04,6.03,97.34,97.05,81.86,-5.96,23.07,1
sz.301269,华大九天,2024-12-17,2024-12-19,122.27,123.65,1.13,126.15,126.62,108.96,-4.7,1.8,2
